Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day_of_week,month
0.9167864159095812,0.02106891392052778,0.9545873908591717,0.928498703918426,0.0,0.1639651949338959,0.754442457681307,0.8333333333333333,0.9999999999999999
0.6942518031928628,0.06876271146775606,0.9701828593511579,0.695225988106995,0.1817488096658118,0.34577586918820713,0.5618919260413595,1.0,0.9999999999999999
0.4319013912618989,0.03783254465265297,0.974827767321348,0.42461810006093587,0.09503147303234528,0.21645057395325792,0.5904055932274775,0.0,0.9999999999999999
0.31303746467015453,0.032606389765185,0.9779426612272698,0.31150847849383284,0.07500602622214271,0.6277975059872822,0.2610032430611127,0.16666666666666666,0.9999999999999999
0.43674808007272903,0.03745009608300784,0.9791955284396717,0.4280746359605807,0.0,0.21868032042282598,0.5923008886829803,0.3333333333333333,0.9999999999999999
0.32471477804421156,0.02943915158856185,0.9740521255677987,0.3196333126999007,0.15800925023846016,0.2169170139889513,0.439518752529477,0.5,0.9999999999999999
0.46230362973260747,0.04992928694241064,0.9746364556815594,0.45875270534344725,0.28169724508459076,0.02890412090180857,0.46881186033778377,0.6666666666666666,0.9999999999999999
0.9999999999999999,0.0665778415535114,0.9703818922148825,1.0,0.23860677471620842,0.035097861095053265,0.620224908394053,0.8333333333333333,0.9999999999999999
0.5084389249114765,0.032104486226683465,0.976677113172637,0.5168099010317077,0.1522470353472098,0.4196878354942605,0.29023291075264285,1.0,0.9999999999999999
0.5511327659333622,0.07563811560266093,0.9836261865354606,0.5403437624760984,0.5918234726943798,0.1620282434552812,0.2440719369919555,0.0,0.9999999999999999
0.8144462367303046,0.039426883148276845,0.9764255252627781,0.7972620873694605,0.09708765730303572,0.20918325212651748,0.6308806806216569,0.16666666666666666,0.9999999999999999
0.2826524710551729,0.04607397415722227,0.9851171717853073,0.28057826059549074,0.0,0.025931125609051118,0.29381291327970344,0.3333333333333333,0.9999999999999999
0.40289731263243156,0.0605116484979564,0.9830921821792973,0.39924565569120213,0.1973042906701656,0.3649351721859774,0.38647180221538974,0.5,0.9999999999999999
0.6464817841262429,0.05449940284769139,0.9733653562359944,0.640184068416297,0.1119279437784537,0.42629449170038813,0.4771511603419955,0.6666666666666666,0.9999999999999999
0.5622007395471846,0.1103580085886977,0.9720237551877171,0.5661146237108622,0.2750166667039941,0.6525703993087362,0.5263596614113686,0.8333333333333333,0.9999999999999999
0.7171865769580428,0.03256303917164839,0.9694100324663146,0.710396923788111,0.0,0.028656371294078786,0.273849134481742,1.0,0.9999999999999999
0.5524336471012724,0.031269264791211615,0.9703530926131938,0.5377277216280388,0.0,0.029069287306961764,0.2476519395190161,0.0,0.0
0.22527485646973922,0.051584316268985755,0.9777173085710039,0.21979996217772263,0.0,0.02873895449665538,0.2763761950890789,0.16666666666666666,0.0
0.16885720551976877,0.054660281717038336,0.9842639201810717,0.16684877392784347,0.0,0.028408621686348997,0.20069072989933873,0.3333333333333333,0.0
0.6652786768685464,0.05734512847673846,0.9688164563313161,0.65582778256393,0.09395868123894156,0.6273845899743992,0.4589142062923809,0.5,0.0
0.54455407456145,0.043305316250018044,0.9718414571556464,0.5353218045428757,0.13257918580147512,0.03129903377652986,0.3201785789495851,0.6666666666666666,0.0
0.2781462576010017,0.05247348510974757,0.9685030140910204,0.282574436343006,0.11943748633227969,0.03319844743579156,0.23914416880764855,0.8333333333333333,0.0
0.48580129327574434,0.07842893047989499,0.9734918828618084,0.4897459603706583,0.17763644112443094,0.6752828474688248,0.539527439666428,1.0,0.0
0.440199704272833,0.05988161987189114,0.9681130359229494,0.4344518921644848,0.0,0.0385663556032703,0.7390388746156762,0.0,0.0
0.35788735483368883,0.05972748442820544,0.9718080079118065,0.3564959761299405,0.15090604560545517,0.3523825253943348,0.41233205576380405,0.16666666666666666,0.0
0.42106233617387057,0.06994088426542856,0.973998975652793,0.41978525351431994,0.06892687272618835,0.36799075068131143,0.4637998567998989,0.3333333333333333,0.0
0.44325823419752164,0.07069614793948846,0.9745193410586458,0.44252064465970453,0.12319225760919267,0.17920554959121315,0.5228909573347934,0.5,0.0
0.2677369973787819,0.055822077623819216,0.9760715606866428,0.26481897837826474,0.0,0.03625402593112561,0.34856589310533626,0.6666666666666666,0.0
0.649228137944696,0.09994142168580235,0.96692269935257,0.653926162509718,0.6978510616091131,0.24568502766537287,0.4776565724634629,0.8333333333333333,0.0
0.6101159678183736,0.06937531885228626,0.9650489269542745,0.6172579012485191,0.15897298264448023,0.34833009475949034,0.5468566178767966,1.0,0.0
0.41970883608720405,0.0441270508341674,0.974865161716104,0.41250446512996153,0.0982498484125564,0.18490379056899825,0.6386303331508234,0.0,0.0
0.3175056510065689,0.04921737386188735,0.9777212819015697,0.31525918766153255,0.18443078914932107,0.05318358245932778,0.2772606663016468,0.16666666666666666,0.0
0.5742514848262956,0.05659853492138592,0.9739088853136555,0.5654850707066461,0.3128976064094153,0.47377983318193084,0.6765783599376658,0.3333333333333333,0.0
0.3473653397855624,0.04550078297601612,0.9734558129105741,0.3429850181757055,0.0,0.02774795606573623,0.5682095775597018,0.5,0.0
0.27196950402026226,0.04181116579278987,0.9704828035393901,0.26989346725221147,0.1880067617940001,0.027252456850276652,0.30206797793033735,0.6666666666666666,0.0
0.6374923503588699,0.07471426628706983,0.965234062041819,0.6459834842722363,0.38656264288980335,0.4312494838549839,0.4818262224655688,0.8333333333333333,0.0
0.6979665219867489,0.0705593527332174,0.9656424697005989,0.7097245277468428,0.9249253245462317,0.4597406887439095,0.4885229330750115,1.0,0.0
0.42674296852062127,0.0411320064940498,0.9763350122288996,0.4195961421277132,0.09422687918729249,0.24634569328598563,0.4784989259992419,0.0,0.0
0.33767682609756866,0.02650744292784679,0.9810398019540686,0.3368073795465529,0.0,0.08786852754149807,0.21315756222886745,0.16666666666666666,0.0
0.6052404905675061,0.04566840527102431,0.9757448458314787,0.5995041079195645,0.3096792310292042,0.2048063423899579,0.494629996209409,0.3333333333333333,0.0
0.29759447527883603,0.02933968170557137,0.9837253225420559,0.28903574205206867,0.10352440806345799,0.02163679907506813,0.4733605694309902,0.5,0.0
0.3023761642488494,0.02873373674258199,0.9810772808877729,0.2960013447920825,0.10397140464404286,0.021554215872491535,0.34696542138735625,0.6666666666666666,0.0
0.39658171585430124,0.03130587195908696,0.9763895398504919,0.3889285789329915,0.1045971998568617,0.3217441572384177,0.5211641325864464,0.8333333333333333,0.0
0.6283436153123794,0.033818553498479884,0.971066502109998,0.6297689533714926,0.31007335838253713,0.33031444573041113,0.507659958560772,1.0,0.0
0.383005150463577,0.0397129970656184,0.9736018962130728,0.37675190687314825,0.10039543199936383,0.0242794615575192,0.6424630417386177,0.0,0.0
0.3222356054094017,0.04705273422462643,0.9772997425261687,0.31920951440398393,0.10039543199936383,0.11759848046907259,0.3432169481531399,0.16666666666666666,0.0
