Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,day_of_week,month
0.6565517241379311,1.0,0.8111697628029603,0.9052233541613738,0.7750693778935642,0.8697063944193973,0.6903118230209736,0.99560611739997,0.6977475344781916,0.9566446960507624,0.6290462629539204,0.9565389116785055,0.40501930145644977,0.8523890390340914,0.4870835885895548,0.8825689350584787,0.473945661026386,0.8900858932681062,0.3071389047592883,0.8412429547657334,0.0,0.0
0.3190804597701149,0.1412037037037037,0.7818320821848342,0.8699313544658701,0.7380731249949677,0.8484871360012302,0.6839815639404496,0.969933988040115,0.7118879523569251,0.893166352329096,0.63106511034831,0.7978326620168346,0.38340291660132875,0.8868765296697797,0.5080041394048056,0.8524138171450113,0.47617096231964695,0.9033864176868582,0.3180959460063588,0.8570137944843585,0.16666666666666666,0.0
0.39402298850574713,0.18055555555555555,0.7451929129476653,0.824436111942372,0.7057375825301546,0.8137289893106346,0.667463412054237,0.9405535322049667,0.6734328992635249,0.8405410946437466,0.6159288145970307,0.9376386742809721,0.36860402754331256,0.7364704095813622,0.5158442142588111,0.8104345241158966,0.4787354732792136,0.8719228321603112,0.310521567765619,0.8298463359245112,0.3333333333333333,0.0
0.7540229885057472,0.16666666666666666,0.793290800436073,0.8157825125321301,0.7571240811694966,0.7839868712451126,0.7202434204190009,0.9327701980923866,0.65752959595453,0.8620422403023436,0.6073563027308408,0.9397189674276698,0.3091932845039162,0.850901520442763,0.5105275224625376,0.8017678143487093,0.4773872571523107,0.8397151247170433,0.3039513558911502,0.8500918086603193,0.5,0.0
0.5816091954022989,0.19907407407407407,0.871478934552576,0.7490493111296154,0.8352149999319669,0.7315318479921887,0.7254636835636515,0.884544662735897,0.7039421342081531,0.8322273744763184,0.6910365340266285,0.8339473636665136,0.27604503963448,0.8751053086939634,0.5311067957729738,0.7822504787330378,0.5101014945044203,0.808921431164265,0.34798869587454395,0.8255280459720256,0.6666666666666666,0.0
0.5811494252873564,0.26620370370370366,0.8648479963353246,0.76558063806719,0.8224149762860393,0.7501553518165973,0.7281747690674206,0.8995111888461331,0.7502377106719793,0.8283965013448347,0.7163701511435332,0.8461367121723697,0.23849829321454086,0.9533329841757404,0.6063287002579847,0.8019379168210115,0.5898243936705531,0.8270781756805035,0.4006001568245692,0.8213803885041293,0.8333333333333333,0.0
0.6965517241379311,0.16435185185185183,0.8499761487715024,0.7560422298236041,0.7953472550680238,0.7306794294043758,0.7390566579880334,0.8677698561190658,0.7745870552457121,0.7683655863337776,0.665603873392874,0.8856943875076451,0.14555770120377023,0.9435611900565234,0.658392958666902,0.7099366174108888,0.6606656710404496,0.771327893168487,0.40192116643306175,0.7398019994717138,1.0,0.0
0.3737931034482759,0.11342592592592592,0.7816078429786598,0.7843019334334408,0.711306592193865,0.7887709253871101,0.6843147616452144,0.871262573830672,0.7001424802538161,0.7439145950015902,0.6348056049324602,1.0,0.040677934044987096,0.8883342710180862,0.5933549326925462,0.6743789546916905,0.5857035254353643,0.7636005018110836,0.34249895816290277,0.6737018691741634,0.0,0.0
0.30298850574712644,0.09027777777777778,0.7479297690517758,0.7614042199759007,0.6800159895376616,0.769335963605701,0.6582698906077679,0.851036424104689,0.6488435059291856,0.7313987067077019,0.5707366679620485,0.9399661184438082,0.0,0.8496487529315813,0.5094238192537655,0.592639958896253,0.5413307865577596,0.7209590890700213,0.2852946525882909,0.6726340246876621,0.16666666666666666,0.0
0.5094252873563219,0.19444444444444442,0.7186177225440507,0.7320561887666569,0.659557242397041,0.7319094703744035,0.6249073514706776,0.8190786811688512,0.5898801801070408,0.7215652990855331,0.5652132491348993,0.8723313475768564,0.11850725236443974,0.9222636805177648,0.41766998348302975,0.568705935478494,0.5349145695006418,0.7264318341763416,0.21638152388273513,0.6676538778844221,0.3333333333333333,0.0
0.3650574712643678,0.13657407407407407,0.7387072798397002,0.7300455437558598,0.6903133386757443,0.7092905550074526,0.6265263441988295,0.8345516604637081,0.6079068795001361,0.7238849078466848,0.5713091168774942,0.723483247449856,0.154470271870475,0.9390874299538118,0.4185742891918549,0.5540433540432725,0.49943947170067327,0.6986626177315078,0.20763930458166158,0.6806644060546521,0.5,0.0
0.05425287356321837,0.023148148148148147,0.7193992412150408,0.7434403895051847,0.6608471325936909,0.7468613593276109,0.6249568338163851,0.8434442546807374,0.5330793348573574,0.7599946707060915,0.5341468939804859,0.7340439024791248,0.2267598644313648,0.9488861372545049,0.39358574114265354,0.6215768004207978,0.43041844505397087,0.7498181532625867,0.19887939071906846,0.7223214726907525,0.6666666666666666,0.0
0.367816091954023,0.16203703703703703,0.6745886151549894,0.8404234487310672,0.62534945564903,0.8442409311406059,0.5803928840791125,0.9013224146634116,0.4892813738699261,0.8830192527408092,0.481387026486042,0.7832049023992125,0.42578154294314197,0.9999584336198729,0.35174577702947696,0.7727376079341437,0.37628583393930126,0.8501143460923366,0.13314520058162627,0.796379628548687,0.8333333333333333,0.0
0.7466666666666667,0.3310185185185185,0.7702534220326185,0.8396063637191944,0.7309374114186307,0.8264374744583854,0.6647055794097996,0.9660254205106187,0.5968853454575679,0.9344762829611746,0.5665568815596971,0.9449677650779371,0.4543350525355185,1.0000000000000002,0.362798833398317,0.8623792634767868,0.4782079690687181,0.9533843290431365,0.18466457531282643,0.9341738676250468,1.0,0.0
0.1871264367816092,0.08101851851851852,0.8004685883876206,0.8323207855026762,0.7533366901308549,0.8351460610063434,0.7007262405349016,0.9591298871896887,0.6341766141587207,0.9236268068181759,0.6385236393943168,0.8023787166329828,0.5223172107876763,0.9321781528862275,0.47234206323784167,0.8467213998025835,0.47138030016508703,0.8561872301261189,0.29070034113271115,0.9534197170634389,0.0,0.0
0.2239080459770115,0.12037037037037036,0.7885967105842021,0.8735508164800667,0.7484867536250219,0.8654902845953858,0.7053082062854246,0.9568029514970711,0.6961199863807626,0.9240592371032141,0.6079620009466071,0.8544017465839115,0.5559940617026196,0.925027538896451,0.49302743705888274,0.8772173829789778,0.4399113138780012,0.8828625703259896,0.32628631617002046,0.9306648495402909,0.16666666666666666,0.0
0.0537931034482759,0.020833333333333332,0.7732175988541931,0.8814644318444187,0.7322384410006884,0.8795423799752246,0.6812374073212077,0.9649134956012659,0.6668352042879278,0.949294797991197,0.6049935093520504,0.903909566641873,0.577439934869378,0.90529862338339,0.5087768013887233,0.9551208009680685,0.40272936316824215,0.9122712988919073,0.3263615180564816,0.9448185994548928,0.3333333333333333,0.0
0.0,0.0,0.7390550165368012,0.8816443340983787,0.69347540512445,0.8867277635860947,0.6717840413960228,0.9614447611337944,0.6209155972681134,0.9279001635935078,0.5842063116028333,0.8376861284995782,0.376832207085948,0.9460839964196627,0.506141219332018,0.8515994642934892,0.4161895375946062,0.8604074243755502,0.3097264184073045,0.8932460839100325,0.5,0.0
0.06988505747126436,0.023148148148148147,0.7225990351306296,0.8469123169657623,0.6769946844136541,0.8572939963544843,0.6536394371315517,0.9181143321327834,0.5685703836916055,0.8925165521238374,0.5551526449842059,0.8023398441713177,0.42017859622292436,0.8810110095989331,0.45222222985412097,0.7992754385723675,0.3877583358641813,0.8309646202331977,0.2503711176978938,0.8185550135239856,0.6666666666666666,0.0
0.6156321839080461,0.09953703703703703,0.786252865689222,0.8691156586605917,0.7529022540999519,0.845920077294624,0.6994687921819199,0.97708064416001,0.6196068502585864,0.916356190555405,0.606291825188557,0.938299905007149,0.43531124441067925,0.9559980819148904,0.4353681747773728,0.8504871600324042,0.5148008257665314,0.94769154275574,0.25443699616220705,0.9035225167330674,0.8333333333333333,0.0
0.6087356321839081,0.38888888888888884,0.8378662834807703,0.831277375583151,0.7986995586933467,0.8157497297866191,0.735008554530145,0.9641370556040185,0.6825366682988189,0.9100187705313802,0.6411380655911827,0.8873040943603676,0.45195736543882786,0.9971475386534586,0.49481932673196094,0.885298135902004,0.6054697405538677,0.953477613286912,0.29837867492238246,0.9363128960968155,1.0,0.0
0.7839080459770116,0.5046296296296297,0.8778339589897145,0.8978282436201656,0.8411150471440829,0.87356467782756,0.80521778671415,1.0,0.708330972240771,1.0,0.768182068639778,0.8745883754776984,0.6173694533588985,0.8722949175624599,0.5795218724079723,0.9999999999999998,0.612319864335131,0.9999999999999998,0.3800042401701056,1.0,0.0,0.25
0.26758620689655177,0.4976851851851852,0.8610596337633608,0.9065839497150873,0.8264525779332557,0.879854024073084,0.7937329680752719,0.9906967634455865,0.7656626665114792,0.9649654031084833,0.7465630909678929,0.9856081985162082,0.497182652058938,0.9884240150520537,0.5626461774264824,0.9097281067599654,0.6080179533340123,0.9660151662606198,0.42823076759340695,0.9755462817472476,0.16666666666666666,0.25
0.6317241379310344,0.27314814814814814,0.8527954945624509,0.8470544791072443,0.8147628056192016,0.8189037328454368,0.7748158046382698,0.9685380076175591,0.7906895727752352,0.8570434114182759,0.7066292136877532,0.976600883467081,0.3564812210366218,0.8498704852775192,0.557483476738055,0.7316029803375692,0.6581415452828175,0.827960039227073,0.4424555361905038,0.8723013837420357,0.3333333333333333,0.25
0.4160919540229886,0.3148148148148148,0.8491247034981642,0.8520167250620349,0.8135873472908315,0.8214631645247069,0.7780627978511226,0.9421212515052007,0.7476674680493014,0.874644261427119,0.6853113741118424,0.9877174647010312,0.397300378646893,0.9324222609004286,0.5409398529006928,0.7844918467938597,0.6584954093675023,0.8636926111644143,0.44152104216021826,0.8930943752517864,0.5,0.25
0.1659770114942529,0.08101851851851852,0.8582367323824626,0.8775672442785809,0.8270490413882716,0.854898989652195,0.7736080995821255,0.9660327604118453,0.7340867750449342,0.959844575356692,0.6749257599594753,0.9872821076350327,0.5455243336556869,0.9455945208039841,0.5475383571018335,0.8897863781499404,0.6123384381228013,0.9621345981984155,0.46278879919740223,0.9497860243580702,0.6666666666666666,0.25
0.30252873563218385,0.07175925925925926,0.8448321582713031,0.8738760065903458,0.8118544133563728,0.8473330173510543,0.7683332981066949,0.9622495322147562,0.703830714248795,0.9332961001505782,0.6975962114831367,0.9982308700699294,0.5540344980586278,0.7580125009790591,0.558984811104791,0.8387785244711168,0.6342945956946281,0.9407422901858862,0.4936790799712889,0.9283039829361812,0.8333333333333333,0.25
0.27724137931034487,0.18287037037037035,0.8469794975617188,0.8503881118646666,0.8120435297404547,0.8255980225493769,0.7591243600500053,0.9469872828866379,0.681334382768783,0.8613245119970159,0.6976169717609653,0.9960542297864368,0.5027083996452686,0.6808702748328745,0.5788866620334363,0.7453919214242495,0.6899885138564884,0.874969461941467,0.5178022968737943,0.8702178545592898,1.0,0.25
0.7273563218390805,0.3333333333333333,0.8529301329018876,0.8420483573775173,0.8167653633140985,0.8145773082116241,0.803698504642424,0.9343156446837286,0.7767291185481344,0.8574176952496553,0.7132141000530534,0.986108928039193,0.48189005836025584,0.7549101375168443,0.5873417950578463,0.7197016900680007,0.7071800464454944,0.8635024324597953,0.5026712349538347,0.816722900891226,0.0,0.25
0.584367816091954,0.1087962962962963,0.8639581506905271,0.8389981227653295,0.8288497519729061,0.8005588975359862,0.8002387189229482,0.9120861226816108,0.721577988717637,0.8401817549943822,0.7441094998904676,0.7529412130455226,0.37033522967748317,0.8498282261243899,0.5983660070170747,0.7516666841984814,0.7306551289098525,0.8446424813089197,0.5064047874345967,0.8239005969065227,0.16666666666666666,0.25
0.38988505747126434,0.1736111111111111,0.822963146725389,0.8216389444647765,0.7903298295665087,0.7833109961370801,0.7527033418931838,0.8963884582574928,0.6830832677853027,0.8301169842633788,0.7085387029781347,0.9151992194302245,0.34951342136549934,0.9227211716136704,0.6402558484716669,0.7851547572413344,0.7414722810727373,0.8203574204250843,0.5104314060905366,0.8084259957179256,0.3333333333333333,0.25
0.45517241379310347,0.21296296296296297,0.821034357697228,0.8245583621226691,0.786513577392947,0.791325168872895,0.7244349978139413,0.900821431341488,0.706966806926851,0.8588958107071538,0.7071580304350775,0.9520999915144732,0.3177018309609374,0.9141359506952339,0.6505247749751735,0.7871906866403917,0.7544828035050423,0.8298269478111286,0.4810241507540618,0.7867359512300138,0.5,0.25
0.5319540229885058,0.13194444444444445,0.827722896471668,0.7718996757957336,0.7696401933465273,0.7577794443687514,0.7395002585143772,0.8667963608118234,0.6967249209245023,0.7820630160002636,0.6825176338669188,0.9035120977934412,0.30327761195091724,0.8744500084133232,0.6423719144738183,0.6795644615763283,0.7686739600263403,0.7519845222925614,0.4740436462343438,0.7521035997609575,0.6666666666666666,0.25
0.38804597701149424,0.09722222222222221,0.8177850225616705,0.7588033936969644,0.7359969709044101,0.7744681554443211,0.7314478148792256,0.8461464510049728,0.6856001338305917,0.7758435191579587,0.6697920398278807,0.9130192720865609,0.2952274064594582,0.8727615316690687,0.5857309416610177,0.6570631222971846,0.7183268466485594,0.7454100726856323,0.4377089700627106,0.7106190738944556,0.8333333333333333,0.25
0.4298850574712644,0.3726851851851852,0.8133139867193242,0.7870057925347866,0.7307285479422352,0.7985742868521453,0.7244531496292008,0.87309567909874,0.6873469771201076,0.7885843853192746,0.6408744785032368,0.9050376243440446,0.2996871588197816,0.9019471135578678,0.5974805210048426,0.7201890922854728,0.6811399059659927,0.7658154126901031,0.40447305397730293,0.7376461144823621,1.0,0.25
0.5310344827586206,0.3819444444444445,0.794944386802111,0.763762513936918,0.7202765132476945,0.7606073843376238,0.713928329293694,0.8328604911199927,0.6848263192960974,0.7434123346296808,0.6361627851623564,0.8611664433234278,0.28483950024904037,0.729259254428842,0.6221286016824346,0.6079967187731399,0.6717095504124065,0.6649405518695235,0.4059522087293823,0.7418966603170145,0.0,0.25
0.36873563218390804,0.19444444444444442,0.8186002008175198,0.7060710794205317,0.7244770742178246,0.7212392950627422,0.7303112128579721,0.7933167498873491,0.7208817598092925,0.6871195029654132,0.6819482091036224,0.718373513893668,0.1354467218965617,0.6999335802616451,0.6286754645704635,0.4918102959596025,0.6747652157049592,0.5987966575413879,0.41749072170569357,0.689549540082095,0.16666666666666666,0.25
0.19402298850574715,0.048611111111111105,0.8060575017102185,0.664119124082977,0.7172990061617674,0.6733867800412401,0.6948918918890408,0.772076249187361,0.6838707910582523,0.6551990018934534,0.6489726587594236,0.7692158327093095,0.1225784208921786,0.7375153244986888,0.591933677283407,0.4584846846674024,0.6626169605737163,0.598794949055995,0.41366869641733106,0.6557721639067431,0.3333333333333333,0.25
0.3062068965517242,0.19444444444444442,0.7885801178311028,0.6800123421249095,0.7054510039413533,0.6931908415833969,0.6792516981938118,0.774627661633518,0.6601386313902823,0.6738670023543786,0.6157016948762375,0.6511781726014332,0.2472544360268894,0.6927005161697487,0.5081175759979504,0.4963680894583313,0.5981424011192292,0.6148046069371309,0.3806977879881195,0.6303772681285233,0.5,0.25
0.5402298850574714,0.046296296296296294,0.7920745516338739,0.7094877172719626,0.7109989242101231,0.7153653127236964,0.7267066566432121,0.7889855983976458,0.647507049767462,0.6923104325164756,0.5837439081901385,0.6851874603458892,0.2904489187529371,0.7519387081520301,0.5180981903559727,0.5415506686178877,0.5636648018149258,0.6499085275207623,0.37691480132611077,0.6921528088612894,0.6666666666666666,0.25
0.41885057471264364,0.12268518518518517,0.8141585578520929,0.7784074140866678,0.7489794182614655,0.7863972662834937,0.7436271358773922,0.8410880141486283,0.6468382383360276,0.846461979558149,0.607125428561059,0.8149894757249709,0.506307867046529,0.8872352601261496,0.5026215679962536,0.7368744988222191,0.594703181170832,0.8355431728237523,0.38335017116256553,0.783410605577411,0.8333333333333333,0.25
0.3383908045977012,0.41203703703703703,0.835705432948545,0.8654812626755063,0.7830466968526286,0.8692248035456671,0.7586684617576288,0.9213023624632442,0.7847286049495816,0.8996621806824814,0.6574708882657379,0.9598782343355139,0.6092618768258959,0.8718160602675227,0.5292481512738489,0.8909075791259422,0.6693169970617715,0.9573182225585182,0.4359704793933512,0.8830129055472102,1.0,0.25
0.37011494252873556,0.25925925925925924,0.8334910115277414,0.862019359842545,0.7687100546649783,0.8771260477048083,0.7636076097641168,0.9253621807125798,0.7666015692580066,0.8812274453171927,0.6718463752387971,0.9159162308956348,0.5273085277231886,0.8228858594111446,0.5611546074070071,0.867843812738585,0.6580812416245155,0.9017650550388383,0.47100169832957106,0.8806072586121363,0.0,0.25
0.3388505747126437,0.23842592592592593,0.8237392134917892,0.8220020367616364,0.7457186163511911,0.839051305669643,0.7416635570453128,0.8861132510540355,0.7863129851046411,0.7915353178424661,0.6853802741171127,0.877647399920058,0.335852872829618,0.8607530044503447,0.5892102161013504,0.7666510944900333,0.6288167144353093,0.7864832381776901,0.45542007283818764,0.7759728602942286,0.16666666666666666,0.25
0.26804597701149424,0.1550925925925926,0.813718612855624,0.7432882713831103,0.7340207426659315,0.7570194786682172,0.7208916640132709,0.8316153259654475,0.734405867808122,0.7262581798068907,0.6615834911558911,0.8790732230614902,0.22900367805994976,0.8256723525731906,0.6077398520182209,0.6574748271433031,0.6382698020872396,0.7083399402418051,0.4308564983345633,0.7166974523512033,0.3333333333333333,0.25
0.5797701149425287,0.39120370370370366,0.8169252809117824,0.7441623138653486,0.7402555073122303,0.7492413411978105,0.7462977403465824,0.8178450167512594,0.7932011886653707,0.6965233332827464,0.6482454542550953,0.7966335869587591,0.2651481738647239,0.7642488435441307,0.6064029809275171,0.6154169358953616,0.6530060234486562,0.6499033859277672,0.41967900180941053,0.6616252284263116,0.5,0.25
0.37471264367816093,0.06018518518518518,0.8048099637164601,0.7301805283299381,0.7270895132637969,0.7368904445481217,0.7271142554772551,0.7866516520641571,0.7307955111145787,0.6766781388476283,0.6746382235934096,0.763423706415421,0.33529514375755476,0.619067113602781,0.570489315848725,0.607359079426451,0.5899980526448311,0.6689746012228233,0.399014281748322,0.6540282458461673,0.6666666666666666,0.25
0.30298850574712644,0.06944444444444445,0.7999565834348337,0.6995220122334176,0.72789686553801,0.6976735729381424,0.711570333894974,0.7678615516755688,0.7139658470963662,0.6506467323392386,0.6466304301142434,0.8466003242963245,0.2819348250527624,0.45896796558617536,0.6172897568715292,0.5719372902001973,0.6481412157928285,0.6613500968641466,0.4007682551590115,0.674804380838335,0.8333333333333333,0.25
0.10574712643678161,0.02546296296296296,0.7998475453430364,0.6562041195120308,0.7209289267975996,0.6581465112463122,0.6975894576650451,0.7440965410372758,0.6876602363775698,0.6252277655810697,0.61476469098024,0.8507910812975061,0.2680597831149438,0.3970977313336039,0.6716861098299542,0.5609788698172673,0.6740321055333868,0.61175135393214,0.42761311680534253,0.6814816291099206,1.0,0.25
0.7921839080459769,0.17592592592592593,0.7927238023587274,0.6560066206412098,0.7061175948908682,0.6612074572805748,0.7241806237453035,0.7427599309986619,0.6911571313847509,0.6184585945530072,0.6067677146341646,0.8416239477997776,0.24719036096589195,0.4699436312381041,0.689313644470487,0.4980397692973925,0.6741294100031244,0.5859890885704351,0.43581122833966957,0.6811715327958956,0.0,0.25
